PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5
4,2/25/23,13:34:22,2,2,Grayson Saunier,FGS 1000187633,Right,Ole Miss,Matt Shaw,FGS 1000100703,Right,Maryland,Undefined,1,Top,0,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,80.9415,-2.769613,-4.060009,2843.068329,93.466946,9:00:00,6.0305,1.29279,5.42132,-42.18719,1.80819,-5.84386,-0.08799,-3.00364,74.4071,-10.392822,-5.097607,0.477392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73819,2.14118,-0.92751,50,5.75441,8.53869,-117.04202,-7.12255,2.39115,23.79825,-29.22851,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,68975d60-b543-11ed-99f9-43c5f2fedb29,78.95494,NA,NA,6.53441,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,19:34:22,2/25/23,2/25/23 19:34,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,017d913a-5932-45c9-a07d-98b53752c674,55.07906,-118.07024,11.89912,6.03486,-5.85972,-14.61426,-1.29419,8.43538,1.19557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2/26/23,13:34:12,1,4,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Luke Shliger,FGS 1000076704,Left,Maryland,Undefined,1,Top,0,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,82.0878,-0.015678,3.785939,2279.164455,294.214767,3:45:00,5.91846,-2.60876,5.32539,-43.61648,-1.12457,5.40048,2.26902,1.39914,75.53998,-7.924513,4.74213,0.469164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.64906,-0.14272,2.26183,50,5.88562,-8.09556,-118.94353,-1.60448,-2.36225,22.83015,-32.37851,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,8c8b5e00-b60c-11ed-9b05-93b3afdf078c,80.33963,NA,NA,6.54782,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,19:34:12,2/26/23,2/26/23 19:34,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,73220fac-8ab6-461d-b823-2a5016897a5c,55.17487,-119.93268,11.41508,5.92474,-0.20163,-16.18926,2.61037,-7.99321,-1.18113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2/24/23,18:04:13,1,5,Jack Dougherty,FGS 10020101,Right,Ole Miss,Luke Shliger,FGS 1000076704,Left,Maryland,Undefined,1,Top,0,2,2,Four-Seam,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,NA,95.17446,-2.536457,-0.972188,2421.880508,203.107529,12:45:00,5.71709,1.36062,6.74833,-11.08012,18.86194,7.63067,2.47471,1.10828,86.75706,-4.718358,0.419642,0.393833,81.56143,14.824927,-155.36785,1420.825782,NA,NA,NA,NA,48.31595,NA,NA,-4.30311,10.99028,-1.29932,50,5.54565,2.03887,-138.28928,-6.35538,-8.30253,31.88968,-10.96908,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,f08e97f0-b49f-11ed-8bc4-6f87a506f712,95.70663,11.59144,NA,8.41739,NA,NA,NA,0.10252,2.32663,-1.04052,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,0:04:13,2/25/23,2/25/23 0:04,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,e501a9ef-e318-42da-8ccc-de4248105cff,53.75072,-139.15151,15.94484,5.71348,-6.0588,-5.48454,-1.35748,2.26336,-4.15127,45.820524,0.09899,-105.00944,8.87006,NA,NA,NA,NA,NA,NA,2.33411,30.37659,-20.82797,NA,NA,NA
5,2/25/23,13:34:57,2,3,Grayson Saunier,FGS 1000187633,Right,Ole Miss,Matt Shaw,FGS 1000100703,Right,Maryland,Undefined,1,Top,0,1,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,80.43059,0.289475,-2.274912,2674.142886,41.05086,7:15:00,6.0585,1.27281,5.315,-50.99652,-6.30552,-6.82622,2.0807,-1.43232,73.2851,-8.967622,-3.487808,0.481151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69103,-2.76595,-1.06146,50,6.04799,4.91291,-116.57183,-1.24331,3.65411,24.60936,-35.92988,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,7deb6ad0-b543-11ed-99f9-43c5f2fedb29,78.33808,NA,NA,7.14549,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,19:34:57,2/25/23,2/25/23 19:34,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,4f14eddb-3943-48d2-96eb-5a2771d205df,55.18485,-117.66131,12.30468,6.06782,0.34734,-17.96494,-1.27537,4.75114,1.82705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2/26/23,13:34:38,1,5,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Luke Shliger,FGS 1000076704,Left,Maryland,Undefined,1,Top,0,2,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,NA,81.70819,0.164072,2.949451,2284.719168,310.615711,4:15:00,5.97009,-2.52988,5.62234,-43.35975,-1.40787,3.01118,2.51009,0.47593,75.79512,-7.732485,3.486601,0.466173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78319,-0.37028,2.27622,50,5.95613,-6.23347,-118.66529,-1.15503,-1.12708,20.7438,-32.7069,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,9c7b4320-b60c-11ed-9b05-93b3afdf078c,80.85502,NA,NA,5.91307,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,19:34:38,2/26/23,2/26/23 19:34,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,1d37d418-c752-4329-8384-a6238dfaa578,54.87922,-119.51517,10.3719,5.976,0.185,-16.35345,2.53066,-6.18729,-0.56354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2/24/23,18:04:35,1,6,Jack Dougherty,FGS 10020101,Right,Ole Miss,Luke Shliger,FGS 1000076704,Left,Maryland,Undefined,1,Top,0,2,2,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,NA,81.82918,-0.699332,0.60452,2297.494068,84.073765,8:45:00,5.82511,1.55241,5.88628,-41.93849,-0.0252,-13.41985,1.68077,0.99547,74.94,-8.412976,-1.809255,0.465959,54.91591,-19.010673,-27.022613,NA,NA,NA,NA,NA,3.25891,NA,NA,7.08804,0.57169,-1.59327,50,5.74444,-0.74088,-118.8747,-2.82279,10.07086,24.29052,-31.36178,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,fdfb54a0-b49f-11ed-8bc4-6f87a506f712,80.89226,1.48465,NA,6.88918,NA,NA,NA,1.37473,1.48465,-0.94911,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,0:04:35,2/25/23,2/25/23 0:04,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,3fb22904-4a9c-478e-9ada-34ae564b81bc,54.61495,-119.81399,12.14526,5.83014,-1.61006,-15.68089,-1.55709,-1.13031,5.03543,NA,1.37439,67.93119,NA,NA,NA,NA,NA,NA,NA,1.48479,-26.27304,NA,NA,NA,NA
6,2/25/23,13:35:22,2,4,Grayson Saunier,FGS 1000187633,Right,Ole Miss,Matt Shaw,FGS 1000100703,Right,Maryland,Undefined,1,Top,0,2,1,Four-Seam,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,NA,92.11295,-2.02647,-2.009446,2305.699684,204.725623,12:45:00,6.04976,1.29688,5.45539,-11.63083,22.59001,9.79186,3.18155,0.23102,82.34726,-4.318865,-0.267797,0.421033,83.858,69.018033,49.257564,4675.798245,NA,NA,NA,NA,53.30152,NA,NA,-5.61595,12.43469,-1.12661,50,5.86367,4.2189,-133.28436,-5.01108,-9.88464,34.40274,-10.28776,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,8c3dcc90-b543-11ed-99f9-43c5f2fedb29,89.52362,137.71847,NA,9.76569,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,19:35:22,2/25/23,2/25/23 19:35,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,5b42ea6d-e170-40c4-aa70-6c88810a705e,55.04124,-134.57929,17.20137,6.045,-4.62384,-5.14388,-1.29241,4.59096,-4.94232,NA,6.22774,28.74316,-18.88786,6.85901,-1.91989,0.46749,-0.08559,0.00697,0.00038,22.41016,114.83634,-29.40501,3.41106,-0.36182,-0.0533
6,2/26/23,13:35:11,2,1,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Matt Shaw,FGS 1000100703,Right,Maryland,Undefined,1,Top,1,0,0,Four-Seam,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,NA,90.42501,-2.285212,3.423487,2177.667,141.268237,10:45:00,6.1155,-2.17547,5.92199,-15.24509,18.91017,-14.2993,2.71954,-0.18638,82.76913,-5.194701,0.861307,0.42063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.28323,10.65272,1.90942,50,5.92356,-7.24206,-131.12191,-5.678,14.45749,27.06531,-13.5809,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,afb6a9c0-b60c-11ed-9b05-93b3afdf078c,89.60949,NA,NA,7.65588,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,19:35:11,2/26/23,2/26/23 19:35,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,7c89189d-1c3a-42d8-9f80-d15d434a79f2,54.57878,-132.06365,13.53265,6.11291,-5.20546,-6.79045,2.17016,-7.74511,7.22875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2/24/23,18:05:13,2,1,Jack Dougherty,FGS 10020101,Right,Ole Miss,Matt Shaw,FGS 1000100703,Right,Maryland,Undefined,1,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,82.00926,1.660774,0.660471,2172.640556,123.272018,10:00:00,5.83357,1.29051,6.07946,-33.40628,8.31189,-10.4615,4.58683,1.02983,74.08524,-4.606378,-1.223424,0.464873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53603,4.21709,-1.33644,50,5.94462,-0.95775,-118.97421,2.4313,7.83809,25.42638,-26.20335,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,143f8e70-b4a0-11ed-8bc4-6f87a506f712,81.08121,NA,NA,7.92402,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,0:05:13,2/25/23,2/25/23 0:05,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,da0d2a59-f8ce-4e40-804f-e0e956f0b13f,54.41672,-119.9144,12.71319,5.8368,3.40023,-13.10167,-1.29567,-1.24758,3.91905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2/25/23,13:35:55,2,5,Grayson Saunier,FGS 1000187633,Right,Ole Miss,Matt Shaw,FGS 1000100703,Right,Maryland,Undefined,1,Top,0,2,2,Four-Seam,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,92.85813,-1.59646,-3.374494,2190.775599,198.342598,12:30:00,6.03838,1.12875,5.97875,-17.01965,15.88757,4.86524,3.13723,-1.59754,83.51247,-4.853624,-2.502268,0.412873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.55981,8.99158,-0.8642,50,5.9025,7.70215,-134.39094,-4.25337,-6.40652,33.4608,-15.99213,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,a031fbe0-b543-11ed-99f9-43c5f2fedb29,91.29297,NA,NA,9.34566,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,19:35:55,2/25/23,2/25/23 19:35,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,d358cc7a-736d-4a3d-a3f9-a12896ee87e5,54.5158,-135.51062,16.7304,6.03588,-3.71823,-7.99606,-1.12552,7.91653,-3.20326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2/26/23,13:35:33,2,2,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Matt Shaw,FGS 1000100703,Right,Maryland,Undefined,1,Top,1,0,1,Curveball,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,NA,78.19953,0.641134,2.430944,2016.015719,330.950625,5:00:00,6.24089,-2.14829,5.62499,-49.26605,-2.93547,2.44988,2.73423,0.32568,71.74405,-8.359695,2.868423,0.489897,67.16114,53.336218,154.200811,2518.962034,NA,NA,NA,NA,68.48317,NA,NA,-0.54591,-1.33067,1.93934,50,6.26348,-4.90942,-113.49244,-0.33619,-0.70865,21.69141,-33.9014,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,bcd98c30-b60c-11ed-9b05-93b3afdf078c,76.93944,60.66004,NA,6.45548,NA,NA,NA,1.77311,2.72877,-0.31897,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,19:35:33,2/26/23,2/26/23 19:35,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,42605b2f-0116-44dd-9158-dd00ad9a3767,54.87703,-114.42077,10.84571,6.24682,1.11469,-16.9507,2.1488,-4.87909,-0.35432,344.56712,1.77311,-52.95484,-0.60001,1.42838,0.01204,-0.96198,1.18209,-0.65075,0.138,2.72877,79.01417,-29.92812,3.8039,-0.2287,-1.04546
8,2/24/23,18:05:31,2,2,Jack Dougherty,FGS 10020101,Right,Ole Miss,Matt Shaw,FGS 1000100703,Right,Maryland,Undefined,1,Top,1,1,0,Four-Seam,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,94.80462,-2.627199,-3.288088,2441.313473,200.296433,12:45:00,5.82801,1.19212,6.98309,-13.93272,16.12647,5.59264,2.27201,-1.33548,86.27062,-5.340691,-2.265866,0.394603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.93118,9.66095,-0.99102,50,5.66066,7.68198,-137.54424,-6.63564,-7.4873,32.1575,-13.77388,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,1f0dd280-b4a0-11ed-8bc4-6f87a506f712,95.52,NA,NA,8.53401,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,0:05:31,2/25/23,2/25/23 0:05,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,0560af6b-c6c7-412c-b60c-7aec853bac98,53.51489,-138.36357,16.07875,5.82526,-6.2847,-6.88694,-1.18917,7.87274,-3.74365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2/25/23,13:36:15,2,6,Grayson Saunier,FGS 1000187633,Right,Ole Miss,Matt Shaw,FGS 1000100703,Right,Maryland,Undefined,1,Top,0,3,2,Four-Seam,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,NA,92.08348,-2.703325,-2.165688,2199.449884,207.502043,1:00:00,6.01242,1.27173,5.51584,-14.36072,19.87922,9.65004,2.28423,0.04988,82.33685,-5.478538,-0.44717,0.421151,86.46275,70.103593,107.749515,NA,NA,NA,NA,NA,28.07513,NA,NA,-5.63646,11.35595,-1.08974,50,5.76762,4.59246,-133.17251,-6.70975,-9.88958,34.72637,-12.24928,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,abdc9630-b543-11ed-99f9-43c5f2fedb29,89.49861,86.30504,NA,9.74663,NA,NA,NA,2.19303,2.37523,-0.07799,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,19:36:15,2/25/23,2/25/23 19:36,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,e5376428-017e-42da-87e1-19f801b6788b,54.98129,-134.46517,17.36319,6.0089,-6.25378,-6.12464,-1.26754,4.9606,-4.94479,335.314865,2.19303,-13.15658,-9.97094,5.07752,-1.68708,0.49835,-0.13273,0.03007,-0.00391,2.37523,119.24237,-34.23958,5.93883,-1.41016,0.31316
8,2/26/23,13:35:59,2,3,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Matt Shaw,FGS 1000100703,Right,Maryland,Undefined,1,Top,1,0,2,Four-Seam,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,91.19433,-1.170471,1.313622,2090.296611,148.035538,11:00:00,6.07045,-2.52315,5.74957,-18.08686,15.96816,-9.23284,3.47309,-2.06938,82.61991,-4.601775,-0.338967,0.420012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03583,8.79855,2.41943,50,5.96225,-2.60981,-132.25931,-3.26529,8.8472,30.35665,-16.71631,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,cc6139a0-b60c-11ed-9b05-93b3afdf078c,89.74129,NA,NA,8.57442,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,19:35:59,2/26/23,2/26/23 19:35,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,5a25c4b7-8ce5-4d0a-a80e-194ee6155911,54.74621,-133.34422,15.17832,6.06827,-2.66787,-8.35816,2.51835,-2.926,4.4236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2/24/23,18:05:51,2,3,Jack Dougherty,FGS 10020101,Right,Ole Miss,Matt Shaw,FGS 1000100703,Right,Maryland,Undefined,1,Top,1,2,0,Four-Seam,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,NA,93.67469,-2.85671,-1.056678,2387.159685,204.388149,12:45:00,5.79901,1.15103,6.80859,-14.28143,16.56847,7.05508,1.99954,0.77463,85.50316,-5.622998,0.231969,0.399759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.06236,9.93233,-1.08517,50,5.60871,2.23996,-136.10364,-7.13872,-7.58915,31.00433,-13.61895,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,2b565a80-b4a0-11ed-8bc4-6f87a506f712,94.28789,NA,NA,8.17153,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,0:05:51,2/25/23,2/25/23 0:05,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,dee8792d-2afa-4354-b664-dce63829fa48,53.69157,-136.942,15.50217,5.79676,-6.77047,-6.80948,-1.14852,2.44518,-3.79457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2/25/23,13:36:42,2,7,Grayson Saunier,FGS 1000187633,Right,Ole Miss,Matt Shaw,FGS 1000100703,Right,Maryland,Undefined,1,Top,0,3,2,Four-Seam,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,NA,93.37528,-1.172622,-2.686927,2258.870638,198.719832,12:30:00,6.01839,1.13209,5.80675,-13.08426,19.28753,6.16681,3.83616,-0.85465,84.71002,-3.70066,-1.583863,0.409501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.90536,10.46634,-0.91503,50,5.91422,6.06892,-135.37164,-3.12898,-7.20797,31.03567,-12.8567,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,bc5bc300-b543-11ed-99f9-43c5f2fedb29,92.04485,NA,NA,8.66526,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,19:36:42,2/25/23,2/25/23 19:36,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,e09fb144-34ff-44eb-81f8-4af91fe979a1,54.69004,-136.44266,15.51784,6.01454,-2.68531,-6.42835,-1.12876,6.31766,-3.60398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2/26/23,13:36:17,2,4,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Matt Shaw,FGS 1000100703,Right,Maryland,Undefined,1,Top,1,1,2,Four-Seam,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NA,91.0496,-1.474884,4.188332,2118.221615,147.837697,11:00:00,6.07832,-1.97655,5.84028,-16.29737,17.78536,-10.45945,3.34548,1.05142,82.67081,-4.584102,2.320537,0.420183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5054,9.82119,1.64066,50,5.94822,-9.18339,-131.80113,-3.87702,11.39353,29.15129,-14.97328,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,d7334e40-b60c-11ed-9b05-93b3afdf078c,89.70478,NA,NA,8.37879,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,19:36:17,2/26/23,2/26/23 19:36,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,7efab6a3-c017-4a41-8222-05d6bcb4e35a,54.65674,-132.8271,14.57565,6.07539,-3.35004,-7.48664,1.97092,-9.58438,5.69677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2/24/23,18:06:27,3,1,Jack Dougherty,FGS 10020101,Right,Ole Miss,Nick Lorusso,FGS 1000054466,Right,Maryland,Undefined,1,Top,2,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,82.9744,-1.334386,-0.67307,2556.023056,86.505284,9:00:00,6.12028,1.3044,5.71872,-40.24372,0.45524,-12.42572,1.52332,-0.35808,76.71748,-8.68049,-2.900787,0.459159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16154,0.95961,-1.24032,50,5.98374,1.90751,-120.57733,-4.1826,9.09207,22.93717,-30.75801,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,40c6a280-b4a0-11ed-8bc4-6f87a506f712,82.09016,NA,NA,6.25691,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,0:06:27,2/25/23,2/25/23 0:06,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,f69bea7a-a154-4f6f-946e-fad152d5c0ef,54.78291,-121.48377,11.46858,6.12501,-2.9671,-15.37901,-1.30861,1.54821,4.54603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2/25/23,13:38:04,3,1,Grayson Saunier,FGS 1000187633,Right,Ole Miss,Nick Lorusso,FGS 1000054466,Right,Maryland,Undefined,1,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,81.98472,-0.157103,-2.252245,2635.461432,119.940733,10:00:00,6.04037,1.36305,5.11281,-36.98266,5.61114,-7.57158,2.81036,-1.39084,75.68021,-6.873742,-3.590332,0.469726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18114,3.22358,-1.14474,50,5.99679,4.99961,-118.97389,-1.66333,4.58757,21.51342,-27.52523,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,ecc93900-b543-11ed-99f9-43c5f2fedb29,80.24347,NA,NA,6.30451,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,19:38:04,2/25/23,2/25/23 19:38,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,f2a966da-c89f-4958-b012-080f8d0cf2df,55.3872,-119.94408,10.75671,6.04382,-0.42204,-13.76262,-1.36554,4.79273,2.29378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
