PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5
166,2/26/23,15:01:57,6,5,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Nick Lorusso,FGS 1000054466,Right,Maryland,Undefined,4,Top,2,3,1,Curveball,Slider,InPlay,Undefined,FlyBall,HomeRun,0,2,NA,82.50641,-0.911169,2.966774,1129.410705,264.035596,2:45:00,5.88803,-2.30559,5.7801,-39.31018,1.64854,4.65394,1.76317,0.84515,76.54763,-8.091964,3.799457,0.460622,103.03852,29.817769,-33.929276,2941.729634,89.48002,59.29983,-63.97905,411.85971,381.65808,-40.642437,5.237126,-1.64461,1.35669,2.05761,50,5.78853,-6.38582,-119.8372,-3.20809,-2.4086,21.6164,-30.18711,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,cf2ff390-b618-11ed-9b05-93b3afdf078c,81.82947,92.5307,NA,5.95878,NA,NA,NA,2.93838,2.01039,-0.62665,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:01:57,2/26/23,2/26/23 21:01,FlyBall,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,89046e50-569f-4e34-bd28-7c74934ebfe8,54.72283,-120.6861,10.8082,5.89124,-2.02261,-15.09355,2.30653,-6.29123,-1.2043,155.735995,2.94206,108.71611,-24.47585,5.99253,-1.00929,0.09931,-0.00379,1.00E-05,-1.00E-05,2.01,75.14674,-16.59809,0.24775,0.20687,-0.11277
167,2/24/23,19:39:32,4,5,Jason Savacool,FGS 691013,Right,Maryland,Peyton Chatagnier,FGS 1000050974,Right,Ole Miss,Undefined,5,Bottom,2,2,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,82.42763,-0.590726,-0.708216,2355.748666,61.77898,8:00:00,6.01514,1.9519,4.50511,-46.62341,-2.94791,-8.24209,1.56701,0.59031,75.26873,-8.937653,-2.153486,0.475653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80831,-0.84976,-1.8693,50,5.90861,1.85024,-119.42022,-3.10458,5.4493,24.9621,-33.38995,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,41620c40-b4ad-11ed-8bc4-6f87a506f712,79.24355,NA,NA,7.1589,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,1:39:32,2/25/23,2/25/23 1:39,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,bcc49f2e-0975-4ee1-af0f-800de8c9e62c,55.99498,-120.66683,12.48105,6.02201,-1.43708,-16.69498,-1.95491,1.5781,2.72465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,2/25/23,15:09:45,1,3,Sam Tookoian,FGS 1000110964,Right,Ole Miss,Nick Lorusso,FGS 1000054466,Right,Maryland,Undefined,5,Top,0,1,1,Four-Seam,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,NA,93.33193,-2.861695,-1.123857,2305.503433,196.604032,12:30:00,6.02824,1.79869,6.30189,-13.53233,18.58836,5.18866,2.26124,1.19549,84.03578,-5.499973,-0.185403,0.407909,67.00339,49.11575,128.664203,2764.810781,NA,NA,NA,NA,67.99867,NA,NA,-3.0787,10.96481,-1.71862,50,5.81145,2.43723,-135.30999,-7.10532,-5.6071,34.38081,-12.20428,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,bb9fb310-b550-11ed-99f9-43c5f2fedb29,92.40396,56.9185,NA,9.29615,NA,NA,NA,1.74548,2.37182,-1.17822,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,21:09:45,2/25/23,2/25/23 21:09,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,8b515227-166e-4a15-8eb8-95e90bf3abed,54.19633,-136.37206,17.19041,6.02512,-6.72831,-6.10214,-1.79659,2.61044,-2.80355,317.532411,1.74549,-40.18755,-2.77448,1.71316,-0.19265,-0.03722,-0.16264,0.16179,-0.0435,2.37182,74.29639,-27.49534,3.27948,-0.64424,0.1946
167,2/26/23,15:02:51,7,1,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Ian Petrutz,FGS 10019723,Left,Maryland,Undefined,4,Top,2,0,0,Four-Seam,Sinker,InPlay,Undefined,LineDrive,Double,0,0,NA,90.26909,-3.298184,3.819965,2138.931676,144.72277,10:45:00,6.03055,-1.99278,5.90075,-15.08335,19.0621,-12.76544,1.70154,0.49495,83.26574,-6.155999,1.53519,0.42057,106.61737,13.123222,14.556044,1643.19911,105.82959,23.20174,29.99833,344.14932,344.14932,19.245745,3.225226,7.52658,10.92556,1.69269,50,5.75583,-8.20358,-130.81666,-7.99551,13.17591,24.95379,-13.04794,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,ef310170-b618-11ed-9b05-93b3afdf078c,89.62236,29.96582,NA,7.00335,NA,NA,NA,1.85282,1.77238,-0.47483,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:02:51,2/26/23,2/26/23 21:02,LineDrive,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,80bc2704-23e3-44c5-9406-f192628b783e,54.60088,-131.69137,12.4769,6.02808,-7.53814,-6.52397,1.98835,-8.66544,6.58796,210.762529,1.85278,147.40333,-25.99306,5.97148,-1.20261,0.19664,-0.02375,0.00179,-5.00E-05,1.77248,35.49704,-10.28716,-1.06927,0.43691,-0.0868
168,2/24/23,19:39:52,4,6,Jason Savacool,FGS 691013,Right,Maryland,Peyton Chatagnier,FGS 1000050974,Right,Ole Miss,Undefined,5,Bottom,2,3,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,NA,82.11511,-0.104612,-1.524322,2374.483648,132.655204,10:30:00,6.07565,2.20584,4.55609,-37.39392,7.02268,-5.81713,2.85989,0.26987,73.89908,-6.903182,-2.542884,0.479672,71.03597,62.97671,162.733412,4349.918622,NA,NA,NA,NA,54.91286,NA,NA,2.33181,3.91162,-2.04159,50,6.03034,3.42407,-118.75111,-1.64418,3.26511,26.85671,-26.69685,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,4d7a3570-b4ad-11ed-8bc4-6f87a506f712,78.57966,74.19066,NA,8.21603,NA,NA,NA,1.74715,2.90099,-0.28145,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,1:39:52,2/25/23,2/25/23 1:39,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,64636f10-05ed-4e1b-abab-04c0031589e2,55.94073,-120.08715,13.42835,6.0791,-0.3161,-13.34843,-2.20789,3.26164,1.63255,348.193463,1.74716,-45.20646,-2.37587,1.05725,0.64079,-1.11645,0.7502,-0.25374,0.03431,2.90099,92.81011,-31.80453,4.36466,-0.64212,-0.13158
168,2/25/23,15:10:05,1,4,Sam Tookoian,FGS 1000110964,Right,Ole Miss,Nick Lorusso,FGS 1000054466,Right,Maryland,Undefined,5,Top,0,1,2,Slider,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,NA,88.72675,-4.273026,-2.209094,2418.902189,179.85542,12:00:00,6.11731,1.83847,5.96774,-25.49757,10.09737,-0.0226,0.02035,-0.21264,81.61123,-8.97751,-2.213159,0.429404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.60862,6.73414,-1.66333,50,5.7636,4.95782,-128.50037,-10.44365,-1.01665,26.86189,-20.92492,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,c7aeb480-b550-11ed-99f9-43c5f2fedb29,87.77858,NA,NA,7.11552,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,21:10:05,2/25/23,2/25/23 21:10,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,f88a284b-693d-45e9-bb3e-6b60e6d74421,54.53266,-129.44442,13.43095,6.11771,-9.70825,-10.46246,-1.8382,4.99355,-0.50833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,2/26/23,15:06:12,8,1,Mitch Murrell,FGS 1000051058,Right,Ole Miss,Eddie Hacopian,FGS 10035798,Right,Maryland,Undefined,4,Top,2,0,0,Slider,Slider,InPlay,Undefined,Bunt,Single,0,0,NA,84.36991,-0.355691,-2.773538,1167.849091,98.948838,9:15:00,5.58625,1.79802,5.99564,-37.03297,1.86173,-4.68603,2.17017,-1.16469,77.99155,-7.168488,-3.615235,0.448866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70862,1.33803,-1.57675,50,5.53746,6.11557,-122.58826,-1.97136,2.61354,23.0595,-30.12737,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,67032390-b619-11ed-9b05-93b3afdf078c,83.97256,NA,NA,6.37836,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:06:12,2/26/23,2/26/23 21:06,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,b8f7f4c8-990f-495b-8971-548f984dc482,54.50682,-123.4331,11.52975,5.58947,-0.86757,-15.06368,-1.79906,6.01982,1.30677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,2/24/23,19:40:17,4,7,Jason Savacool,FGS 691013,Right,Maryland,Peyton Chatagnier,FGS 1000050974,Right,Ole Miss,Undefined,5,Bottom,2,3,2,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,NA,89.97043,-2.592622,-3.875766,2071.37942,242.121615,2:00:00,5.65393,1.91167,5.54877,-25.67446,9.59745,15.90611,1.0844,-0.39021,82.07799,-7.336165,-1.044003,0.427451,56.7176,-45.965352,-125.194605,NA,NA,NA,NA,1.17273,1.46393,-21.761059,0.019456,-9.22335,5.94693,-1.58679,50,5.41197,8.12762,-130.2236,-6.8243,-15.77054,28.43819,-22.0057,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,5c543dc0-b4ad-11ed-8bc4-6f87a506f712,88.17964,1.16659,NA,7.89244,NA,NA,NA,1.73925,1.16659,0.48697,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,1:40:17,2/25/23,2/25/23 1:40,GroundBall,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,38780ba6-27e7-41f6-bdab-8266ebc8c536,54.95204,-131.30057,14.21909,5.65463,-5.99093,-11.00285,-1.9059,8.72487,-7.88527,NA,1.73952,-33.41371,NA,NA,NA,NA,NA,NA,NA,1.16709,-59.96138,NA,NA,NA,NA
169,2/25/23,15:10:32,1,5,Sam Tookoian,FGS 1000110964,Right,Ole Miss,Nick Lorusso,FGS 1000054466,Right,Maryland,Undefined,5,Top,0,2,2,Four-Seam,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,NA,94.71338,-2.640964,-0.742984,2361.090086,199.391234,12:45:00,6.12166,1.65562,6.24697,-9.90497,20.85694,6.99272,2.85854,1.55305,86.47583,-4.591883,0.520316,0.399188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.83795,11.86654,-1.60369,50,5.92,1.48514,-137.5418,-6.55967,-7.34458,30.79525,-9.46535,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,d8071f70-b550-11ed-99f9-43c5f2fedb29,94.42266,NA,NA,8.23754,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,21:10:32,2/25/23,2/25/23 21:10,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,b27bac21-1d0b-4e4c-9eb1-d76dd9d9e05b,54.25264,-138.49068,15.39763,6.11762,-6.26802,-4.73267,-1.65294,1.71145,-3.67229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,2/26/23,15:06:54,9,1,Mitch Murrell,FGS 1000051058,Right,Ole Miss,Matt Woods,FGS 1000119558,Left,Maryland,Undefined,4,Top,2,0,0,Four-Seam,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,NA,93.75941,-1.976217,-2.464743,2030.377136,221.319065,1:30:00,5.62154,1.57295,6.36397,-17.59351,13.35847,10.96005,2.33437,0.21668,86.53802,-5.301372,-0.481467,0.40042,76.84734,30.527348,-153.649251,3540.777457,NA,NA,NA,NA,47.38367,NA,NA,-6.36008,7.75087,-1.39959,50,5.47001,5.422,-136.28226,-5.23826,-12.07643,27.25268,-17.45675,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,7fb83650-b619-11ed-9b05-93b3afdf078c,94.13229,24.93838,NA,7.22139,NA,NA,NA,1.28467,2.37846,-0.22036,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:06:54,2/26/23,2/26/23 21:06,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,a7fef4db-76d6-4684-8782-a7b5d90ba695,54.13771,-137.10719,13.62634,5.62058,-4.70986,-8.72837,-1.56925,5.78756,-6.03821,26.654714,1.28467,-86.99839,3.72657,0.39829,-0.1322,0.05523,-0.01632,0.00675,-0.00244,2.37846,57.25062,-27.92538,3.53202,-0.72728,0.15315
170,2/24/23,19:40:48,4,8,Jason Savacool,FGS 691013,Right,Maryland,Peyton Chatagnier,FGS 1000050974,Right,Ole Miss,Undefined,5,Bottom,2,3,2,Four-Seam,Four-Seam,InPlay,Undefined,LineDrive,Out,1,0,NA,90.90928,-2.448899,-2.90472,2270.426282,208.518181,1:00:00,6.25417,1.28519,5.25626,-16.6456,17.87249,9.13922,2.5617,-0.68481,83.55716,-5.560267,-1.286358,0.422858,104.57144,15.561271,-2.982327,849.815133,109.97347,27.13089,-2.39125,318.46143,308.4625,0.453311,3.101337,-5.358,9.91749,-1.02591,50,6.01741,6.27222,-131.7867,-6.21129,-9.48611,26.24833,-14.61558,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,6ed295f0-b4ad-11ed-8bc4-6f87a506f712,89.13728,32.77207,NA,7.35212,NA,NA,NA,1.40757,2.62233,0.66911,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,1:40:48,2/25/23,2/25/23 1:40,LineDrive,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,3a646ad2-ddcb-420b-93d4-d186aea21111,55.24472,-132.8272,13.12417,6.25215,-5.63192,-7.30779,-1.28199,6.64825,-4.74305,209.426984,1.40741,147.55384,-25.55241,5.86907,-1.20452,0.21894,-0.03191,0.00284,-8.00E-05,2.62266,41.13436,-14.25221,-0.00294,0.14461,-0.02538
170,2/25/23,15:10:58,1,6,Sam Tookoian,FGS 1000110964,Right,Ole Miss,Nick Lorusso,FGS 1000054466,Right,Maryland,Undefined,5,Top,0,2,2,Four-Seam,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NA,93.61756,-2.214175,-0.805089,2400.945124,199.328976,12:45:00,6.20056,1.60182,6.39832,-10.04902,21.79678,7.22563,3.32563,1.4635,83.98774,-4.237964,0.503979,0.40616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.9767,12.35902,-1.54682,50,6.03629,1.58898,-135.73716,-5.40923,-7.27989,34.91536,-9.54909,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,e79d72e0-b550-11ed-99f9-43c5f2fedb29,92.80188,NA,NA,9.62982,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,21:10:58,2/25/23,2/25/23 21:10,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,5c04e377-98fa-4b92-a49c-852ccb7d922d,54.09602,-136.78671,17.45768,6.19458,-5.12218,-4.77454,-1.59787,1.80781,-3.63994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,2/26/23,15:07:17,9,2,Mitch Murrell,FGS 1000051058,Right,Ole Miss,Matt Woods,FGS 1000119558,Left,Maryland,Undefined,4,Top,2,0,1,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,NA,83.9813,-1.021235,-1.522271,2407.790292,94.118465,9:15:00,5.48177,1.62962,5.91023,-37.67545,1.20973,-3.04858,1.39382,-0.0377,78.58707,-7.908256,-2.070304,0.448811,67.42988,-19.491907,31.930402,NA,NA,NA,NA,5.88375,2.48035,21.427921,0.043446,1.23284,1.12532,-1.50564,50,5.37779,3.36328,-122.22772,-3.43262,1.89809,20.08572,-30.44151,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,8db2db20-b619-11ed-9b05-93b3afdf078c,83.98291,1.43684,NA,5.39422,NA,NA,NA,2.03193,1.43684,0.00258,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:07:17,2/26/23,2/26/23 21:07,GroundBall,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,541f5c6d-5b83-404f-ab84-4346bd470db6,54.59312,-122.98019,10.04286,5.48502,-2.29219,-15.22076,-1.6303,3.29218,0.94905,NA,2.03071,79.29687,NA,NA,NA,NA,NA,NA,NA,1.43735,-33.07197,NA,NA,NA,NA
171,2/24/23,19:43:02,1,1,Mitch Murrell,FGS 1000051058,Right,Ole Miss,Matt Woods,FGS 1000119558,Left,Maryland,Undefined,6,Top,0,0,0,Four-Seam,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,90.97419,-0.927464,-2.059436,2199.990414,215.209826,1:15:00,5.72592,1.93478,6.31533,-14.07654,19.43265,12.89796,3.69795,1.11182,82.31137,-3.673071,0.272369,0.416633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.25229,10.67646,-1.78939,50,5.65083,4.19927,-132.03754,-2.47057,-12.6852,30.52762,-13.49954,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,beb99a50-b4ad-11ed-8bc4-6f87a506f712,90.46923,NA,NA,8.66282,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,1:43:02,2/25/23,2/25/23 1:43,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,87cf2ac2-b416-4b22-8ad8-6a4784b63ffd,54.18133,-133.00077,15.26381,5.72206,-2.04462,-6.74977,-1.92821,4.59952,-6.3426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,2/25/23,15:11:27,2,1,Sam Tookoian,FGS 1000110964,Right,Ole Miss,Ian Petrutz,FGS 10019723,Left,Maryland,Undefined,5,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,87.09097,-0.228896,-0.562256,2348.697989,156.455131,11:15:00,6.14931,1.93521,5.82601,-30.29163,6.8876,-2.45496,3.41221,1.20792,79.14536,-5.86003,-1.002593,0.438855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07201,3.98776,-1.88788,50,6.113,1.34582,-126.3965,-1.53751,1.72049,27.67239,-25.77411,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,f8b499f0-b550-11ed-99f9-43c5f2fedb29,85.88805,NA,NA,7.94562,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,21:11:27,2/25/23,2/25/23 21:11,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,dbe1b0e1-7fd2-40f5-9741-e3096ef4a78a,54.67061,-127.41494,13.83619,6.15213,-0.58893,-12.88705,-1.93624,1.2825,0.86024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,2/26/23,15:10:10,1,1,Ryan Van Buren,FGS 10019662,Right,Maryland,Ethan Groff,FGS 1000066514,Right,Ole Miss,Undefined,4,Bottom,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,78.67659,2.609554,1.052609,2412.689567,138.939858,10:45:00,5.56869,1.90571,5.13132,-38.9903,7.23107,-5.12107,4.77923,2.47039,72.23267,-4.516123,0.147253,0.48932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76969,3.41851,-2.00059,50,5.78408,-1.87782,-114.08528,3.84527,3.68079,19.34664,-27.63101,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,f4a030d0-b619-11ed-9b05-93b3afdf078c,77.0303,NA,NA,6.44392,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:10:10,2/26/23,2/26/23 21:10,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,d9f7af54-f90d-45c8-9f72-67f715d39c30,55.36512,-114.9915,9.67332,5.57365,5.13954,-13.81551,-1.9086,-2.05023,1.8404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,2/24/23,19:43:14,1,2,Mitch Murrell,FGS 1000051058,Right,Ole Miss,Matt Woods,FGS 1000119558,Left,Maryland,Undefined,6,Top,0,1,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,80.70777,0.237441,-0.380194,2332.507082,83.639971,8:45:00,5.77035,1.86859,5.75374,-42.42065,0.67126,-6.03654,2.45634,1.01161,74.11423,-7.554269,-1.462384,0.472465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95429,0.72197,-1.83341,50,5.76441,1.01544,-117.25218,-0.924,4.10883,22.36955,-31.16991,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,c60ac590-b4ad-11ed-8bc4-6f87a506f712,79.77834,NA,NA,6.59353,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,1:43:14,2/25/23,2/25/23 1:43,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,25a85b88-861d-4406-9411-377b678a47c5,54.74588,-118.15413,11.18477,5.77633,0.3328,-15.58496,-1.87101,0.84977,2.05441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,2/25/23,15:11:45,2,2,Sam Tookoian,FGS 1000110964,Right,Ole Miss,Ian Petrutz,FGS 10019723,Left,Maryland,Undefined,5,Top,1,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,85.79497,0.71978,-0.870146,2360.311527,119.063147,10:00:00,6.05562,2.03476,5.77616,-34.11222,3.8776,-4.91209,3.88282,0.81568,78.74565,-5.574844,-1.750026,0.443614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25039,2.1726,-1.96002,50,6.09468,2.09945,-124.64491,0.38269,3.55086,24.36118,-28.74596,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,03350c20-b551-11ed-99f9-43c5f2fedb29,84.96681,NA,NA,7.04932,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,21:11:45,2/25/23,2/25/23 21:11,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,71e00553-d1ad-4edd-bf21-c7daba1ea15f,54.72267,-125.56454,12.18059,6.05975,1.46784,-14.37298,-2.03674,1.96541,1.77543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,2/26/23,15:10:26,1,2,Ryan Van Buren,FGS 10019662,Right,Maryland,Ethan Groff,FGS 1000066514,Right,Ole Miss,Undefined,4,Bottom,0,1,0,Four-Seam,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,NA,89.08742,-2.465407,-2.68344,2094.701465,225.428391,1:30:00,5.56675,1.96148,5.68999,-19.0534,16.62643,15.66544,1.6772,0.76408,81.19364,-6.054253,0.115555,0.429915,103.11675,1.192472,-42.956634,4144.677215,NA,NA,NA,61.40298,57.63433,-44.798703,0.405901,-8.79359,9.53197,-1.74594,50,5.34741,5.38584,-129.13595,-6.16778,-14.7896,27.89717,-16.14252,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,fe2ef000-b619-11ed-9b05-93b3afdf078c,87.67411,2.0405,NA,7.89378,NA,NA,NA,2.71203,1.91724,-1.11057,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:10:26,2/26/23,2/26/23 21:10,GroundBall,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,8a38911e-08de-43fd-b42d-53788ce171cf,54.81056,-130.17102,13.94858,5.56515,-5.56884,-8.07126,-1.95594,5.93458,-7.3948,NA,2.72134,110.35784,-23.99925,NA,NA,NA,NA,NA,NA,1.92274,2.96722,-19.01293,NA,NA,NA
